Event	ID	Name			Wwise Object Path	Notes
	239379502	Play_VOX_Player_Emotion_talk			\Pendrillon\Dialogues\Emotions\Player\Play_VOX_Player_Emotion_talk	
	242694349	VOX_Judge_silencesilence			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_silencesilence	
	248367681	Stop_AMB_SC_Barque_Ambiance			\Pendrillon\Ambiances\StopAmbiances\Stop_AMB_SC_Barque_Ambiance	
	260137758	VOX_Souffleur_publicreagit			\Pendrillon\Dialogues\FullText\Placeholders\VOX_Souffleur_publicreagit	
	274436572	VOX_Judge_vraimentaccuserepondre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_vraimentaccuserepondre	
	278319671	VOX_Judge_quicoupable			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_quicoupable	
	284443248	VOX_Ferryman_hahajevois_Alt			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_hahajevois_Alt	
	285796174	Play_CrowdReaction_Surprised			\Pendrillon\Ambiances\AudienceReacts\Play_CrowdReaction_Surprised	
	287315089	Play_VOX_Passeur_Emotion_surprised			\Pendrillon\Dialogues\Emotions\Passeur\Play_VOX_Passeur_Emotion_surprised	
	305870164	VOX_Judge_accuseestceverite			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseestceverite	
	306742928	VOX_Capucine_declineidentite			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_declineidentite	
	320785924	VOX_Judge_TartineMarcellotarie			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_TartineMarcellotarie	
	331773865	VOX_Judge_bienentenduhistoireamour			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_bienentenduhistoireamour	
	331780921	Play_VOX_Souffleur_Emotion_neutral			\Pendrillon\Dialogues\Emotions\Souffleur\Play_VOX_Souffleur_Emotion_neutral	
	339464791	VOX_Judge_TartineMarcellogre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_TartineMarcellogre	
	357389643	VOX_Judge_eneffetmissonnecouronne			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_eneffetmissonnecouronne	
	363331623	Play_CrowdReaction_booing			\Pendrillon\Ambiances\AudienceReacts\Play_CrowdReaction_booing	
	369948000	Play_VOX_Judge_Emotion_talk			\Pendrillon\Dialogues\Emotions\Judge\Play_VOX_Judge_Emotion_talk	
	371278804	VOX_Judge_quivotemauvaisinnocent			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_quivotemauvaisinnocent	
	385358500	VOX_Judge_tantqueprofanepas			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_tantqueprofanepas	
	385651617	Play_VOX_Arle_Emotion_question			\Pendrillon\Dialogues\Emotions\Arle\Play_VOX_Arle_Emotion_question	
	387025147	Play_MUS_Story_SC_SecretMeeting_Intro			\Pendrillon\Music\SC_SecretMeeting\Play_MUS_Story_SC_SecretMeeting_Intro	
	394841269	VOX_Ferryman_commentretrouveiciMerlin			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_commentretrouveiciMerlin	
	396076501	VOX_Capucine_fermelaveuxtu			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_fermelaveuxtu	
	411103699	Play_MUS_Story_SC_Barque_AGoodActor			\Pendrillon\Music\SC_Barque\Play_MUS_Story_SC_Barque_AGoodActor	
	413007764	Play_VOX_Souffleur_Emotion_disappointed			\Pendrillon\Dialogues\Emotions\Souffleur\Play_VOX_Souffleur_Emotion_disappointed	
	426316161	VOX_Judge_constanceetinconstance			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_constanceetinconstance	
	473866545	VOX_Capucine_tututecrois			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_tututecrois	
	474330049	VOX_Judge_jappellebarreCapuMa			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_jappellebarreCapuMa	
	483785970	Play_VOX_Marcello_Emotion_talk			\Pendrillon\Dialogues\Emotions\Marcello\Play_VOX_Marcello_Emotion_talk	
	497941792	VOX_Judge_accuseholdspoirier5			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseholdspoirier5	
	497941793	VOX_Judge_accuseholdspoirier4			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseholdspoirier4	
	497941794	VOX_Judge_accuseholdspoirier7			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseholdspoirier7	
	497941795	VOX_Judge_accuseholdspoirier6			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseholdspoirier6	
	497941796	VOX_Judge_accuseholdspoirier1			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseholdspoirier1	
	497941798	VOX_Judge_accuseholdspoirier3			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseholdspoirier3	
	497941799	VOX_Judge_accuseholdspoirier2			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseholdspoirier2	
	502617164	VOX_Judge_sireinespasdamnesq			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_sireinespasdamnesq	
	507472470	Play_VOX_Player_Emotion_happy			\Pendrillon\Dialogues\Emotions\Player\Play_VOX_Player_Emotion_happy	
	509395439	VOX_Judge_ensuitepretresse			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_ensuitepretresse	
	511443706	Play_CrowdReaction_applauseinfinite			\Pendrillon\Ambiances\AudienceReacts\Applauses\Play_CrowdReaction_applauseinfinite	
	513125416	VOX_Judge_quantavous			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_quantavous	
	523278874	VOX_Judge_temoindeesseremercietemoignage			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_temoindeesseremercietemoignage	
	525916941	VOX_Judge_LarbineMarcellogre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_LarbineMarcellogre	
	532177173	VOX_Judge_alorsalors			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_alorsalors	
	538558523	Play_VOX_Judge_Emotion_neutral			\Pendrillon\Dialogues\Emotions\Judge\Play_VOX_Judge_Emotion_neutral	
	540904837	VOX_Capucine_fermelatuveux			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_fermelatuveux	
	542926138	VOX_Capucine_volontiersvotrehonneur			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_volontiersvotrehonneur	
	543528935	VOX_Judge_MarcassineMarcellotarie			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_MarcassineMarcellotarie	
	545339313	VOX_Judge_jevousprieracontezrencontre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_jevousprieracontezrencontre	
	545439312	VOX_Ferryman_tragicomique			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_tragicomique	
	568986754	VOX_Judge_biebienensuite			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_biebienensuite	
	591980195	Play_SFX_Story_JudgeBellFarTrial			\Pendrillon\SFX\Story\Play_SFX_Story_JudgeBellFarTrial	
	593218175	VOX_Capucine_vousnetespassanssavoir			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_vousnetespassanssavoir	
	629031400	VOX_Judge_ansivousavezmenti			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_ansivousavezmenti	
	635201916	Play_UI_HUD_SkillCheck_Failed			\Pendrillon\UI\HUD\Play_UI_HUD_SkillCheck_Failed	
	635735467	VOX_Player_pasbavard			\Pendrillon\Dialogues\FullText\Placeholders\VOX_Player_pasbavard	
	650681857	VOX_Judge_vousaijedonne			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_vousaijedonne	
	651765207	Play_UI_HUD_ChoiceBubble_Click			\Pendrillon\UI\HUD\Play_UI_HUD_ChoiceBubble_Click	
	659122586	Play_VOX_Passeur_Emotion_sad			\Pendrillon\Dialogues\Emotions\Passeur\Play_VOX_Passeur_Emotion_sad	
	663250794	Play_SFX_Combat_Player_Hurt			\Pendrillon\SFX\Player\Combat\Play_SFX_Combat_Player_Hurt	
	679935618	Play_AMB_SC_Eglise_Ambiance			\Pendrillon\Ambiances\PlayAmbiances\Play_AMB_SC_Eglise_Ambiance	
	687579793	VOX_Judge_fairefiaccuse			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_fairefiaccuse	
	695798895	VOX_Judge_temoinjugereprenneplus			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_temoinjugereprenneplus	
	707882669	Play_VOX_Passeur_Emotion_angry			\Pendrillon\Dialogues\Emotions\Passeur\Play_VOX_Passeur_Emotion_angry	
	731471392	Play_SFX_NPC_Leviathan_Hurt			\Pendrillon\SFX\NPC\Leviathan\Play_SFX_NPC_Leviathan_Hurt	
	740057819	Play_VOX_Souffleur_Emotion_surprised			\Pendrillon\Dialogues\Emotions\Souffleur\Play_VOX_Souffleur_Emotion_surprised	
	759358919	VOX_Judge_temoinautrerevelation			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_temoinautrerevelation	
	763179880	Play_VOX_Naida_Emotion_talk			\Pendrillon\Dialogues\Emotions\Naida\Play_VOX_Naida_Emotion_talk	
	779565304	VOX_Judge_poiscalleaunnomq			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_poiscalleaunnomq	
	780517282	VOX_Capucine_fouillernaviredoute			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_fouillernaviredoute	
	785419406	Play_UI_HUD_ChoiceBubble_Burst3Appears			\Pendrillon\UI\HUD\Play_UI_HUD_ChoiceBubble_Burst3Appears	
	786277887	Play_FOL_Humanoid_Hurt			\Pendrillon\SFX\Play_FOL_Humanoid_Hurt	
	789540011	VOX_Judge_playercitationjadorelargent			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_playercitationjadorelargent	
	796479919	VOX_Judge_semblezavoirrienrepondre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_semblezavoirrienrepondre	
	815880701	VOX_Judge_gardezcalmejures			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_gardezcalmejures	
	821197587	VOX_Ferryman_outurendu			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_outurendu	
	834165116	Play_VOX_Marcello_Emotion_question			\Pendrillon\Dialogues\Emotions\Marcello\Play_VOX_Marcello_Emotion_question	
	840882092	VOX_Souffleur_tracparalyse			\Pendrillon\Dialogues\FullText\Placeholders\VOX_Souffleur_tracparalyse	
	849245499	Play_VOX_Souffleur_Emotion_angry			\Pendrillon\Dialogues\Emotions\Souffleur\Play_VOX_Souffleur_Emotion_angry	
	849680137	VOX_Souffleur_oublietexeteQ			\Pendrillon\Dialogues\FullText\Placeholders\VOX_Souffleur_oublietexeteQ	
	862082175	VOX_Judge_racontersceneleviathan			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_racontersceneleviathan	
	864269984	Play_VOX_Arle_Emotion_laugh			\Pendrillon\Dialogues\Emotions\Arle\Play_VOX_Arle_Emotion_laugh	
	868488657	Play_VOX_Naida_Emotion_angry			\Pendrillon\Dialogues\Emotions\Naida\Play_VOX_Naida_Emotion_angry	
	896416643	VOX_Capucine_maladierare_alt			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_maladierare_alt	
	902787362	SetAllVolumesTo75			\TestWorkUnit\InWwiseTests\Menu\SetAllVolumesTo75	
	904404867	VOX_Judge_bienbiencontinuezspv2			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_bienbiencontinuezspv2	
	905427650	VOX_Judge_lesportesdutribOctave			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_lesportesdutribOctave	
	926574380	VOX_Judge_raconterjuresrencontre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_raconterjuresrencontre	
	932431517	Play_VOX_Naida_Emotion_laugh			\Pendrillon\Dialogues\Emotions\Naida\Play_VOX_Naida_Emotion_laugh	
	934947225	VOX_Judge_capucineholds6			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_capucineholds6	
	934947226	VOX_Judge_capucineholds5			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_capucineholds5	
	934947227	VOX_Judge_capucineholds4			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_capucineholds4	
	934947228	VOX_Judge_capucineholds3			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_capucineholds3	
	934947229	VOX_Judge_capucineholds2			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_capucineholds2	
	934947230	VOX_Judge_capucineholds1			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_capucineholds1	
	940077365	VOX_Judge_passonssuitevoulez			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_passonssuitevoulez	
	941026376	Play_VOX_Capucine_Emotion_stressed			\Pendrillon\Dialogues\Emotions\Capucine\Play_VOX_Capucine_Emotion_stressed	
	954994057	Play_VOX_Capucine_Emotion_talk			\Pendrillon\Dialogues\Emotions\Capucine\Play_VOX_Capucine_Emotion_talk	
	978151425	Play_VOX_Capucine_Emotion_sad			\Pendrillon\Dialogues\Emotions\Capucine\Play_VOX_Capucine_Emotion_sad	
	983488668	VOX_Ferryman_pourquoimission			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_pourquoimission	
	1002749407	VOX_Judge_insinuezcreatureinfame			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_insinuezcreatureinfame	
	1006610733	VOX_Judge_duelpoirier			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_duelpoirier	
	1013762552	VOX_Judge_jugedemandeduellistes			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_jugedemandeduellistes	
	1018555319	VOX_Judge_vraimentirenetemoinaucunoeur			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_vraimentirenetemoinaucunoeur	
	1026545537	VOX_Judge_poursuiveztemoin			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_poursuiveztemoin	
	1030830756	VOX_Ferryman_ainsienadecide			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_ainsienadecide	
	1040533815	Play_VOX_Souffleur_Emotion_laugh			\Pendrillon\Dialogues\Emotions\Souffleur\Play_VOX_Souffleur_Emotion_laugh	
	1051898308	Stop_AMB_ALL			\Pendrillon\Ambiances\StopAmbiances\Stop_AMB_ALL	
	1054865620	VOX_Judge_bienbiendroitlame			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_bienbiendroitlame	
	1063148917	Stop_AMB_SC_Tempest_Ambiance			\Pendrillon\Ambiances\StopAmbiances\Stop_AMB_SC_Tempest_Ambiance	
	1076772107	VOX_Judge_heretique			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_heretique	
	1092564366	VOX_Ferryman_toutefois			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_toutefois	
	1105680401	Play_AMB_SC_Trial_Ambiance			\Pendrillon\Ambiances\PlayAmbiances\Play_AMB_SC_Trial_Ambiance	
	1106561894	VOX_Judge_accusesujetleviathan			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusesujetleviathan	
	1111772016	VOX_Judge_accusequediredefense			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusequediredefense	
	1129756492	VOX_Judge_silence			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_silence	
	1144095333	Play_VOX_Judge_Emotion_laugh			\Pendrillon\Dialogues\Emotions\Judge\Play_VOX_Judge_Emotion_laugh	
	1155296676	VOX_Judge_playercitationhonneurramener			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_playercitationhonneurramener	
	1158696418	VOX_Ferryman_commentretrouveiciAmbroise_alt			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_commentretrouveiciAmbroise_alt	
	1170655656	VOX_Judge_preferezgardersilencepointpointp			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_preferezgardersilencepointpointp	
	1176022435	VOX_Judge_accusewinsCapu			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusewinsCapu	
	1181182787	Play_CrowdReaction_laughter			\Pendrillon\Ambiances\AudienceReacts\Play_CrowdReaction_laughter	
	1184221155	VOX_Capucine_idiotsoujereve			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_idiotsoujereve	
	1189912092	Play_VOX_Capucine_Emotion_neutral			\Pendrillon\Dialogues\Emotions\Capucine\Play_VOX_Capucine_Emotion_neutral	
	1192664633	VOX_Judge_demandejuresverdict			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_demandejuresverdict	
	1200728167	VOX_Ferryman_toutdememe			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_toutdememe	
	1223270262	VOX_Judge_veuilleznepasvousrepandre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_veuilleznepasvousrepandre	
	1228787385	VOX_Judge_concourspompes			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_concourspompes	
	1229188855	Play_VOX_Marcello_Emotion_angry			\Pendrillon\Dialogues\Emotions\Marcello\Play_VOX_Marcello_Emotion_angry	
	1241012670	VOX_Ferryman_parlejetenprie			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_parlejetenprie	
	1246699264	Play_VOX_Player_Emotion_sad			\Pendrillon\Dialogues\Emotions\Player\Play_VOX_Player_Emotion_sad	
	1249062785	VOX_Judge_temoinmarcellowins			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_temoinmarcellowins	
	1249667385	VOX_Judge_bienbienquellereactionlumierephare			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_bienbienquellereactionlumierephare	
	1251572091	VOX_Judge_accusecesserinterrompre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusecesserinterrompre	
	1252546619	Play_VOX_Marcello_Emotion_laugh			\Pendrillon\Dialogues\Emotions\Marcello\Play_VOX_Marcello_Emotion_laugh	
	1268445664	VOX_Judge_accusetoholdpompes5			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusetoholdpompes5	
	1268445665	VOX_Judge_accusetoholdpompes4			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusetoholdpompes4	
	1268445667	VOX_Judge_accusetoholdpompes6			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusetoholdpompes6	
	1268445668	VOX_Judge_accusetoholdpompes1			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusetoholdpompes1	
	1268445670	VOX_Judge_accusetoholdpompes3			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusetoholdpompes3	
	1268445671	VOX_Judge_accusetoholdpompes2			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusetoholdpompes2	
	1268519836	Stop_AMB_SC_Cale_Ambiance			\Pendrillon\Ambiances\StopAmbiances\Stop_AMB_SC_Cale_Ambiance	
	1280362759	VOX_Judge_ainsiavezvousveritablecreature			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_ainsiavezvousveritablecreature	
	1296979174	VOX_Ferryman_menealui			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_menealui	
	1300401302	VOX_Judge_silence2			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_silence2	
	1303460772	VOX_Judge_accuseaucunehonte			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseaucunehonte	
	1307616210	VOX_Judge_silencelejugeexige			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_silencelejugeexige	
	1338435045	Play_VOX_Arle_Emotion_disappointed			\Pendrillon\Dialogues\Emotions\Arle\Play_VOX_Arle_Emotion_disappointed	
	1338881506	VOX_Judge_preferezgardersilence2			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_preferezgardersilence2	
	1359795320	VOX_Judge_accusewinspoirier			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusewinspoirier	
	1360246749	VOX_Capucine_aussimoncamarade			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_aussimoncamarade	
	1360449010	Play_VOX_Arle_Emotion_neutral			\Pendrillon\Dialogues\Emotions\Arle\Play_VOX_Arle_Emotion_neutral	
	1368162950	VOX_Souffleur_pssthecolere			\Pendrillon\Dialogues\FullText\Placeholders\VOX_Souffleur_pssthecolere	
	1370590124	VOX_Capucine_permettezepargnerdetails			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_permettezepargnerdetails	
	1372759032	VOX_Judge_sansdoutepourlemieux			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_sansdoutepourlemieux	
	1380620060	VOX_Judge_pompesplusgrandnombre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_pompesplusgrandnombre	
	1386065537	VOX_Judge_playercitationjemefichedeese			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_playercitationjemefichedeese	
	1400455746	Play_VOX_Agathe_Emotion_surprised			\Pendrillon\Dialogues\Emotions\Agathe\Play_VOX_Agathe_Emotion_surprised	
	1402891586	VOX_Ferryman_passagersloquaces			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_passagersloquaces	
	1404048347	Play_MUS_Story_SC_Eglise_Intro			\Pendrillon\Music\SC_Eglise\Play_MUS_Story_SC_Eglise_Intro	
	1416113679	VOX_Ferryman_voyagecaptivant			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_voyagecaptivant	
	1435088908	VOX_Judge_ceprocesfanfaronnade			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_ceprocesfanfaronnade	
	1443243553	VOX_Ferryman_laloi			\Pendrillon\Dialogues\FullText\Passeur\VOX_Ferryman_laloi	
	1458930736	Play_SFX_NPC_Leviathan_Underwater			\Pendrillon\SFX\NPC\Leviathan\Play_SFX_NPC_Leviathan_Underwater	
	1469846530	Play_SFX_SC_Theater_TransitionBasic			\Pendrillon\Ambiances\Play_SFX_SC_Theater_TransitionBasic	
	1473420672	Play_AMB_SC_Forest_Ambiance			\Pendrillon\Ambiances\PlayAmbiances\Play_AMB_SC_Forest_Ambiance	
	1476136351	VOX_Judge_accusecessezdinterrompre			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accusecessezdinterrompre	
	1479086619	VOX_Judge_amourimpie			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_amourimpie	
	1487063045	VOX_Judge_quelsujetentretien			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_quelsujetentretien	
	1498782348	VOX_Capucine_toutlemondetabandonne			\Pendrillon\Dialogues\FullText\Capucine\VOX_Capucine_toutlemondetabandonne	
	1503370532	VOX_Judge_capucinewins			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_capucinewins	
	1508629352	VOX_Judge_accuseetnaidelibres			\Pendrillon\Dialogues\FullText\Judge\VOX_Judge_accuseetnaidelibres	
	1509749363	Play_VOX_Agathe_Emotion_question			\Pendrillon\Dialogues\Emotions\Agathe\Play_VOX_Agathe_Emotion_question	
	1514626058	Play_SFX_Combat_NPC_Bouffon_Hurt			\Pendrillon\SFX\NPC\Bouffon\Play_SFX_Combat_NPC_Bouffon_Hurt	
